"","站名","年","月","PM2.5 天數","PM10 天數","PM2.5 average","PM10 average","縣市","鄉鎮"
"1449","三義","2017","03",1,0,21.4388204829299,43.4000322684218,"苗栗縣","三義鄉"
"1450","土城","2017","03",5,0,23.0210290138411,41.8973695581339,"新北市","土城區"
"1451","士林","2017","03",0,0,18.5672946151558,38.3295932678822,"臺北市","北投區"
"1452","大同","2017","03",4,0,21.7729546517064,60.033543712015,"臺北市","大同區"
"1453","大里","2017","03",12,0,30.5359605578812,61.9778639110207,"臺中市","大里區"
"1454","大園","2017","03",5,0,21.8613253856943,53.6696392022387,"桃園市","大園區"
"1455","大寮","2017","03",12,0,33.2619745845552,75.5488014790259,"高雄市","大寮區"
"1456","小港","2017","03",20,1,39.8169316891617,75.7373825916954,"高雄市","小港區"
"1457","中山","2017","03",1,0,20.6951723708736,42.4180691912108,"臺北市","中山區"
"1458","中壢","2017","03",4,0,23.4438689641354,58.9711661336375,"桃園市","中壢區"
"1459","仁武","2017","03",20,2,40.3624091546602,83.2453833567087,"高雄市","仁武區"
"1460","斗六","2017","03",23,0,39.8956348700388,67.1566046155808,"雲林縣","斗六市"
"1461","冬山","2017","03",0,0,14.1450157252752,37.3623188405797,"宜蘭縣","冬山鄉"
"1462","古亭","2017","03",4,0,23.7400264777913,42.5349946969937,"臺北市","大安區"
"1463","左營","2017","03",22,1,40.3406462440474,78.7056284645696,"高雄市","左營區"
"1464","平鎮","2017","03",3,0,21.0356634366101,51.0262388966807,"桃園市","平鎮區"
"1465","永和","2017","03",4,0,23.0791758498631,40.9747788443441,"新北市","永和區"
"1466","安南","2017","03",17,0,36.6959443665264,77.786231884058,"臺南市","安南區"
"1467","朴子","2017","03",11,1,32.0123358408772,82.9163000977517,"嘉義縣","朴子市"
"1468","汐止","2017","03",4,0,23.3061225117492,38.1743713245245,"新北市","汐止區"
"1469","竹山","2017","03",25,0,43.7295323501495,72.0330443282757,"南投縣","竹山鎮"
"1470","竹東","2017","03",3,0,24.4048066823312,46.2807599132985,"新竹縣","竹東鎮"
"1471","西屯","2017","03",9,0,29.4112569291391,57.3336255259467,"臺中市","西屯區"
"1472","沙鹿","2017","03",8,0,28.6390313968652,54.594298245614,"臺中市","沙鹿區"
"1473","宜蘭","2017","03",0,0,16.5929650643886,38.0640486208509,"宜蘭縣","宜蘭市"
"1474","忠明","2017","03",9,0,29.5051762364175,51.168805603026,"臺中市","南屯區"
"1475","松山","2017","03",2,0,21.2767683345173,40.4771133494836,"臺北市","松山區"
"1476","板橋","2017","03",4,0,22.1654479578393,52.4152248289345,"新北市","板橋區"
"1477","林口","2017","03",9,0,26.3643057503506,52.5982351566152,"新北市","林口區"
"1478","林園","2017","03",9,0,29.9131849735942,47.9104511006574,"高雄市","林園區"
"1479","花蓮","2017","03",0,0,14.6337187240062,33.2341259722045,"花蓮縣","花蓮市"
"1480","金門","2017","03",14,1,38.4091865357644,74.6055240341706,"金門縣","金城鎮"
"1481","前金","2017","03",14,1,37.0516068406197,80.7709678669377,"高雄市","前金區"
"1482","前鎮","2017","03",24,0,43.0001221896383,79.0834395851927,"高雄市","前鎮區"
"1483","南投","2017","03",19,0,38.1146563814867,67.0569191210846,"南投縣","南投市"
"1484","屏東","2017","03",20,0,40.0043722640146,70.4884716732543,"屏東縣","屏東市"
"1485","恆春","2017","03",0,0,14.2686206383612,30.6716506378147,"屏東縣","恆春鎮"
"1486","美濃","2017","03",18,0,35.5145204350287,63.2240532959327,"高雄市","美濃區"
"1487","苗栗","2017","03",3,0,25.063272759059,58.8758181393174,"苗栗縣","苗栗市"
"1488","埔里","2017","03",23,0,41.4482234689107,58.7516947171575,"南投縣","埔里鎮"
"1489","桃園","2017","03",4,0,23.1532918076066,44.7093852267415,"桃園市","桃園區"
"1490","馬公","2017","03",0,0,20.340658560209,41.2401515710735,"澎湖縣","馬公市"
"1491","馬祖","2017","03",6,0,23.6835075863828,48.5781163670364,"連江縣","南竿鄉"
"1492","基隆","2017","03",1,0,18.6219213324015,29.9453392621871,"基隆市","信義區"
"1493","崙背","2017","03",20,0,40.1216415225236,66.6851156243918,"雲林縣","崙背鄉"
"1494","淡水","2017","03",2,0,19.8521350552206,41.1157942571687,"新北市","淡水區"
"1495","麥寮","2017","03",17,1,39.8767944064021,87.3258825779451,"雲林縣","麥寮鄉"
"1496","善化","2017","03",19,0,37.9335159347431,70.3786816269285,"臺南市","善化區"
"1497","復興","2017","03",17,0,37.9167116193764,72.2654400298159,"高雄市","前鎮區"
"1498","湖口","2017","03",6,0,25.887914913511,49.8371318373072,"新竹縣","湖口鄉"
"1499","菜寮","2017","03",3,0,22.5561594202899,44.4709082408942,"新北市","三重區"
"1500","陽明","2017","03",0,0,14.0029195001827,20.5093998250546,"臺北市","北投區"
"1501","新竹","2017","03",4,0,23.1264964735567,51.5424651181396,"新竹市","東區"
"1502","新店","2017","03",3,0,21.4828190743338,37.4687400546355,"新北市","新店區"
"1503","新莊","2017","03",3,0,18.1892899643601,45.8296570189978,"新北市","新莊區"
"1504","新港","2017","03",18,0,36.9310620227521,77.706190587502,"嘉義縣","新港鄉"
"1505","新營","2017","03",21,1,38.765116097865,83.6390263912952,"臺南市","新營區"
"1506","楠梓","2017","03",23,3,43.0077723235157,95.6181626928471,"高雄市","楠梓區"
"1507","萬里","2017","03",3,0,22.872136512389,51.0770998909148,"新北市","萬里區"
"1508","萬華","2017","03",3,0,20.3444087235812,42.5011103319308,"臺北市","萬華區"
"1509","嘉義","2017","03",23,0,40.2571879382889,76.0427724449464,"嘉義市","西區"
"1510","彰化","2017","03",11,0,32.7144814680247,54.3799088359046,"彰化縣","彰化市"
"1511","臺西","2017","03",15,0,35.8755760368664,59.9358090016575,"雲林縣","臺西鄉"
"1512","臺東","2017","03",0,0,11.2643174380552,27.7225923328658,"臺東縣","臺東市"
"1513","臺南","2017","03",20,0,38.214970279837,67.9256608865655,"臺南市","中西區"
"1514","鳳山","2017","03",17,2,37.3827882612946,92.2679246886821,"高雄市","鳳山區"
"1515","潮州","2017","03",12,2,34.4613742615496,82.4774879227053,"屏東縣","潮州鎮"
"1516","線西","2017","03",14,0,35.2901305683564,67.2352734922861,"彰化縣","線西鄉"
"1517","橋頭","2017","03",25,0,45.5534234349101,85.0949200986017,"高雄市","橋頭區"
"1518","頭份","2017","03",5,0,25.2315458228852,52.7622242764248,"苗栗縣","頭份鎮"
"1519","龍潭","2017","03",4,0,23.4717157550257,54.1420874240299,"桃園市","龍潭區"
"1520","豐原","2017","03",1,0,22.1331178651959,45.7574216923796,"臺中市","豐原區"
"1521","關山","2017","03",0,0,11.6869348160021,26.1547224397856,"臺東縣","關山鎮"
"1522","觀音","2017","03",7,0,23.1332938333289,56.4700794763908,"桃園市","觀音區"
"1523","二林","2018","03",12,0,33.2284946236559,68.6682464107909,"彰化縣","二林鎮"
"1524","三重","2018","03",2,0,17.2210729312763,57.32298971482,"新北市","三重區"
"1525","三義","2018","03",9,0,27,40.3481182795699,"苗栗縣","三義鄉"
"1526","土城","2018","03",3,0,21.1691856745651,43.0495927757683,"新北市","土城區"
"1527","士林","2018","03",1,0,19.1063581112669,38.8754925532625,"臺北市","北投區"
"1528","大同","2018","03",3,0,21.443691827107,58.4251986909771,"臺北市","大同區"
"1529","大里","2018","03",2,0,22.1141941858983,62.5225360193803,"臺中市","大里區"
"1530","大園","2018","03",4,0,22.0111631323588,53.4478731936341,"桃園市","大園區"
"1531","大寮","2018","03",17,0,34.9282374941561,65.6338826554465,"高雄市","大寮區"
"1532","小港","2018","03",12,0,31.5603836906432,65.3181939612515,"高雄市","小港區"
"1533","中山","2018","03",2,0,20.0386438012665,43.634865485146,"臺北市","中山區"
"1534","中壢","2018","03",4,0,21.2142146267322,60.4263143355009,"桃園市","中壢區"
"1535","仁武","2018","03",15,0,34.6229007668348,71.9889437741394,"高雄市","仁武區"
"1536","斗六","2018","03",16,0,33.5122720897616,62.5437704534829,"雲林縣","斗六市"
"1537","冬山","2018","03",0,0,13.7668356071231,38.7548078966382,"宜蘭縣","冬山鄉"
"1538","古亭","2018","03",0,0,NA,37.773141654979,"臺北市","大安區"
"1539","左營","2018","03",14,0,31.4223546828736,74.5910525309193,"高雄市","左營區"
"1540","平鎮","2018","03",6,0,22.3100778370764,54.0069541841982,"桃園市","平鎮區"
"1541","永和","2018","03",3,0,19.6725689574568,38.8101332398317,"新北市","永和區"
"1542","安南","2018","03",14,0,34.4609981299673,69.0062201204592,"臺南市","安南區"
"1543","朴子","2018","03",13,0,33.3705586722768,81.0327255726975,"嘉義縣","朴子市"
"1544","汐止","2018","03",2,0,21.5326671341748,35.6396378380074,"新北市","汐止區"
"1545","竹山","2018","03",18,0,37.9400597218785,59.7268223652247,"南投縣","竹山鎮"
"1546","竹東","2018","03",3,0,23.4208476773344,48.3367227676484,"新竹縣","竹東鎮"
"1547","西屯","2018","03",9,0,28.8423488036041,54.6900704095655,"臺中市","西屯區"
"1548","沙鹿","2018","03",8,0,29.1822677089157,58.0505227591483,"臺中市","沙鹿區"
"1549","宜蘭","2018","03",0,0,14.6611256321986,38.5157996514939,"宜蘭縣","宜蘭市"
"1550","忠明","2018","03",11,0,30.0897934463853,52.6382792056004,"臺中市","南屯區"
"1551","松山","2018","03",2,0,17.4941756272401,39.4519458257186,"臺北市","松山區"
"1552","板橋","2018","03",4,0,23.0982351566152,47.0915731650304,"新北市","板橋區"
"1553","林口","2018","03",1,0,20.2877528481748,48.5213028728003,"新北市","林口區"
"1554","林園","2018","03",1,0,25.4625760819235,64.4145044413277,"高雄市","林園區"
"1555","花蓮","2018","03",0,0,9.6108370066119,32.3312587657784,"花蓮縣","花蓮市"
"1556","金門","2018","03",11,0,32.2972767648434,62.0903459560542,"金門縣","金城鎮"
"1557","前金","2018","03",14,0,32.630371031493,68.10042844019,"高雄市","前金區"
"1558","前鎮","2018","03",15,0,34.5895596922946,70.1190552084662,"高雄市","前鎮區"
"1559","南投","2018","03",8,0,29.2593023502911,60.8712758723278,"南投縣","南投市"
"1560","屏東","2018","03",14,0,31.8875908453398,58.2319584342726,"屏東縣","屏東市"
"1561","恆春","2018","03",0,0,11.2761512388967,34.0188862680097,"屏東縣","恆春鎮"
"1562","美濃","2018","03",1,0,23.4708391771856,55.9099111734455,"高雄市","美濃區"
"1563","苗栗","2018","03",9,0,29.338422797399,56.47292171363,"苗栗縣","苗栗市"
"1564","埔里","2018","03",3,0,26.9129266012155,43.9863253856943,"南投縣","埔里鎮"
"1565","桃園","2018","03",4,0,22.5436642016235,45.9616324535679,"桃園市","桃園區"
"1566","馬公","2018","03",0,0,18.7146075056313,38.0208359896298,"澎湖縣","馬公市"
"1567","馬祖","2018","03",3,0,25.0245810880638,46.4712574739795,"連江縣","南竿鄉"
"1568","基隆","2018","03",1,0,15.6170045475796,28.5926409962174,"基隆市","信義區"
"1569","崙背","2018","03",17,0,36.498746228059,65.2886491138595,"雲林縣","崙背鄉"
"1570","淡水","2018","03",2,0,20.1556217858813,40.3731975130993,"新北市","淡水區"
"1571","麥寮","2018","03",17,1,36.3797122699647,86.1170523609163,"雲林縣","麥寮鄉"
"1572","善化","2018","03",11,0,31.1580602660547,64.3171086744018,"臺南市","善化區"
"1573","富貴角","2018","03",4,0,23.0029250018454,44.7535340327102,"新北市","石門區"
"1574","復興","2018","03",13,0,34.5777148867962,71.6791005708201,"高雄市","前鎮區"
"1575","湖口","2018","03",5,0,24.8810815022596,54.6030271154745,"新竹縣","湖口鄉"
"1576","菜寮","2018","03",3,0,20.6566152407667,41.3205937353904,"新北市","三重區"
"1577","陽明","2018","03",0,0,11.3743974001688,17.485397762318,"臺北市","北投區"
"1578","新竹","2018","03",7,0,26.6729727145225,47.9825699416845,"新竹市","東區"
"1579","新店","2018","03",1,0,18.2270920991117,33.1711079943899,"新北市","新店區"
"1580","新莊","2018","03",2,0,19.429982301476,43.959810993121,"新北市","新莊區"
"1581","新港","2018","03",14,0,34.6737592578923,77.6494273024778,"嘉義縣","新港鄉"
"1582","新營","2018","03",13,1,34.346657316503,80.9603786816269,"臺南市","新營區"
"1583","楠梓","2018","03",19,0,33.6257543882018,82.5330337030898,"高雄市","楠梓區"
"1584","萬里","2018","03",1,0,17.4120712737473,45.1989831697055,"新北市","萬里區"
"1585","萬華","2018","03",2,0,18.4696119682094,40.4261725782124,"臺北市","萬華區"
"1586","嘉義","2018","03",11,0,32.4433518211569,67.5328052615921,"嘉義市","西區"
"1587","彰化","2018","03",13,0,32.314309944503,59.0235308323723,"彰化縣","彰化市"
"1588","臺西","2018","03",16,1,34.6404437077649,67.9109396914446,"雲林縣","臺西鄉"
"1589","臺東","2018","03",0,0,11.8356124357176,29.9043255131965,"臺東縣","臺東市"
"1590","臺南","2018","03",12,0,32.729918398572,59.6194589655319,"臺南市","中西區"
"1591","鳳山","2018","03",12,0,32.5562869225211,58.8082437275986,"高雄市","鳳山區"
"1592","潮州","2018","03",8,0,27.5825513196481,66.7086889228895,"屏東縣","潮州鎮"
"1593","線西","2018","03",12,0,31.0059819796846,61.8784651154641,"彰化縣","線西鄉"
"1594","橋頭","2018","03",18,0,33.0622582770199,64.106347486081,"高雄市","橋頭區"
"1595","頭份","2018","03",2,0,23.034244974287,51.5337774661057,"苗栗縣","頭份鎮"
"1596","龍潭","2018","03",5,0,23.6922255514472,43.7642310062541,"桃園市","龍潭區"
"1597","豐原","2018","03",3,0,23.2030738662927,45.946328391104,"臺中市","豐原區"
"1598","關山","2018","03",0,0,11.5257342003485,25.9450943516512,"臺東縣","關山鎮"
"1599","觀音","2018","03",6,0,26.423312419354,61.0586457138,"桃園市","觀音區"
"1600","二林","2012","04",16,0,36.4845609225245,61.5675566405745,"彰化縣","二林鎮"
"1601","三重","2012","04",16,0,34.233682842922,72.0698956960914,"新北市","三重區"
"1602","三義","2012","04",11,0,29.9952898550725,43.0832125603865,"苗栗縣","三義鄉"
"1603","土城","2012","04",7,0,30.5120169082126,46.7335090030742,"新北市","土城區"
"1604","士林","2012","04",2,0,24.6177912667043,55.2856444883619,"臺北市","北投區"
"1605","大同","2012","04",16,0,36.3792918313571,58.8099934123847,"臺北市","大同區"
"1606","大里","2012","04",15,0,37.7636985800029,55.1603179831441,"臺中市","大里區"
"1607","大園","2012","04",3,0,25.4810781730347,50.0890458937198,"桃園市","大園區"
"1608","大寮","2012","04",1,0,23.8372584541063,47.9890382081686,"高雄市","大寮區"
"1609","小港","2012","04",14,0,36.5483431932281,50.7552593678065,"高雄市","小港區"
"1610","中山","2012","04",16,0,36.3195573749922,58.7394222642944,"臺北市","中山區"
"1611","中壢","2012","04",14,0,34.0582141288663,73.9691905538101,"桃園市","中壢區"
"1612","仁武","2012","04",11,0,28.9593377878161,67.6930116381203,"高雄市","仁武區"
"1613","斗六","2012","04",16,0,38.568952647594,63.7636820802102,"雲林縣","斗六市"
"1614","冬山","2012","04",1,0,21.1339975845411,42.2756642512077,"宜蘭縣","冬山鄉"
"1615","古亭","2012","04",5,0,29.1073781291173,49.4406071585419,"臺北市","大安區"
"1616","臺西","2012","04",11,0,31.4850845410628,49.0371980676329,"雲林縣","臺西鄉"
"1617","臺東","2012","04",0,0,15.3689095928226,34.8903326745718,"臺東縣","臺東市"
"1618","臺南","2012","04",13,0,29.7726024547535,63.178694554238,"臺南市","中西區"
"1619","左營","2012","04",9,0,27.8031400966184,58.9060551163812,"高雄市","左營區"
"1620","平鎮","2012","04",2,0,22.6765135830353,57.7731695840392,"桃園市","平鎮區"
"1621","永和","2012","04",6,0,28.3506038647343,46.2780797101449,"新北市","永和區"
"1622","安南","2012","04",12,0,30.8407153836502,74.7394982433026,"臺南市","安南區"
"1623","朴子","2012","04",10,1,32.8784310496267,70.5063884183449,"嘉義縣","朴子市"
"1624","汐止","2012","04",6,0,26.3418524712003,42.229770531401,"新北市","汐止區"
"1625","竹山","2012","04",16,0,39.1885595081247,51.2907279314888,"南投縣","竹山鎮"
"1626","竹東","2012","04",4,0,23.937077294686,46.2428506075245,"新竹縣","竹東鎮"
"1627","西屯","2012","04",13,0,32.2769039776648,57.3879117259552,"臺中市","西屯區"
"1628","沙鹿","2012","04",13,0,32.3203200483092,51.1195048309179,"臺中市","沙鹿區"
"1629","宜蘭","2012","04",1,0,22.4932971014493,40.1592391304348,"宜蘭縣","宜蘭市"
"1630","忠明","2012","04",17,0,36.8532938076416,53.8075980052239,"臺中市","南屯區"
"1631","松山","2012","04",6,0,29.3332793033308,52.4436264822134,"臺北市","松山區"
"1632","板橋","2012","04",9,0,29.9311923583663,53.5264199970722,"新北市","板橋區"
"1633","林口","2012","04",3,0,25.0997145366711,46.3716567852437,"新北市","林口區"
"1634","林園","2012","04",0,0,17.2533212560386,53.2373008030617,"高雄市","林園區"
"1635","花蓮","2012","04",3,0,27.0201276213112,36.1450483091787,"花蓮縣","花蓮市"
"1636","金門","2012","04",24,8,49.1088810202301,96.2394571250006,"金門縣","金城鎮"
"1637","前金","2012","04",11,0,30.6390339732731,59.033437637242,"高雄市","前金區"
"1638","前鎮","2012","04",11,0,29.8906440178179,50.0981280193237,"高雄市","前鎮區"
"1639","南投","2012","04",10,0,28.5720222823198,61.6760239696739,"南投縣","南投市"
"1640","屏東","2012","04",10,0,29.0139641759207,63.5121415562272,"屏東縣","屏東市"
"1641","恆春","2012","04",0,0,15.2830940299081,25.60019990005,"屏東縣","恆春鎮"
"1642","美濃","2012","04",9,0,25.6612179487179,44.0705716586151,"高雄市","美濃區"
"1643","苗栗","2012","04",8,0,28.8586407553799,43.797628458498,"苗栗縣","苗栗市"
"1644","埔里","2012","04",9,0,30.1476998243303,41.4541501976285,"南投縣","埔里鎮"
"1645","桃園","2012","04",4,0,25.6910722610723,49.3788098375055,"桃園市","桃園區"
"1646","馬公","2012","04",2,0,23.3076939471441,46.9242753623188,"澎湖縣","馬公市"
"1647","馬祖","2012","04",16,1,38.7678645147123,72.2788186209925,"連江縣","南竿鄉"
"1648","基隆","2012","04",1,0,21.0332345191041,34.4977766798419,"基隆市","信義區"
"1649","崙背","2012","04",17,0,39.2795934824795,59.23367804734,"雲林縣","崙背鄉"
"1650","淡水","2012","04",1,0,21.5035024154589,38.269043697848,"新北市","淡水區"
"1651","麥寮","2012","04",10,0,28.9750384277558,56.058887790953,"雲林縣","麥寮鄉"
"1652","善化","2012","04",11,0,32.1230751251169,64.583009937558,"臺南市","善化區"
"1653","復興","2012","04",6,0,23.1775362318841,51.2898550724638,"高雄市","前鎮區"
"1654","湖口","2012","04",3,0,25.4579537612146,42.3961901624945,"新竹縣","湖口鄉"
"1655","菜寮","2012","04",5,0,28.1513257575758,48.7817056433904,"新北市","三重區"
"1656","陽明","2012","04",0,0,14.6080206142277,21.5748246479768,"臺北市","北投區"
"1657","新竹","2012","04",3,0,27.6086956521739,45.2756038647343,"新竹市","東區"
"1658","新店","2012","04",1,0,23.3622673220499,39.1512818401405,"新北市","新店區"
"1659","新莊","2012","04",6,0,32.835372960373,54.6538461538462,"新北市","新莊區"
"1660","新港","2012","04",14,2,35.8833477110651,68.5089013844449,"嘉義縣","新港鄉"
"1661","新營","2012","04",14,2,33.9687252964427,79.4528107158542,"臺南市","新營區"
"1662","楠梓","2012","04",12,0,32.5563610468342,65.8635380722337,"高雄市","楠梓區"
"1663","萬里","2012","04",1,0,19.0214328063241,40.4068785682916,"新北市","萬里區"
"1664","萬華","2012","04",6,0,29.5335167670494,45.0863016029864,"臺北市","萬華區"
"1665","嘉義","2012","04",14,1,39.6145180061484,65.9742504288981,"嘉義市","西區"
"1666","彰化","2012","04",15,0,35.6287384716733,62.2254144707949,"彰化縣","彰化市"
"1667","鳳山","2012","04",13,0,32.9249835309618,69.2394433465086,"高雄市","鳳山區"
"1668","潮州","2012","04",9,0,31.2998743647657,50.9371165066817,"屏東縣","潮州鎮"
"1669","線西","2012","04",12,0,29.9467910416137,53.6273529536401,"彰化縣","線西鄉"
"1670","橋頭","2012","04",12,0,33.1578804347826,61.7806461352657,"高雄市","橋頭區"
"1671","頭份","2012","04",3,0,23.9315821256039,42.5696946169772,"苗栗縣","頭份鎮"
"1672","龍潭","2012","04",4,0,24.0035243741765,52.1519104084322,"桃園市","龍潭區"
"1673","豐原","2012","04",11,0,30.127400145621,63.1930792478561,"臺中市","豐原區"
"1674","關山","2012","04",0,0,17.2559696342305,30.0704631720936,"臺東縣","關山鎮"
"1675","觀音","2012","04",3,0,25.203326745718,57.9214811155029,"桃園市","觀音區"
"1676","二林","2013","04",22,0,41.374788255223,70.6714968003012,"彰化縣","二林鎮"
"1677","三重","2013","04",21,2,41.3154589371981,79.1486111111111,"新北市","三重區"
"1678","三義","2013","04",10,0,30.8493961352657,45.9124396135266,"苗栗縣","三義鄉"
"1679","土城","2013","04",12,0,32.2738405797101,50.8449879227053,"新北市","土城區"
"1680","士林","2013","04",10,0,30.91606039693,41.3649275362319,"臺北市","北投區"
"1681","大同","2013","04",17,0,39.0283102766798,64.3035486856139,"臺北市","大同區"
"1682","大里","2013","04",12,0,34.3204053612292,64.3839139725009,"臺中市","大里區"
"1683","大園","2013","04",20,0,40.8227162933685,62.8966183574879,"桃園市","大園區"
"1684","大寮","2013","04",23,0,46.3697573561704,61.4405683648075,"高雄市","大寮區"
"1685","小港","2013","04",20,0,41.7037626262626,68.0884047413939,"高雄市","小港區"
"1686","中山","2013","04",19,1,38.4264903510811,71.0877415458937,"臺北市","中山區"
"1687","中壢","2013","04",14,1,34.1760301221938,75.1122802744286,"桃園市","中壢區"
"1688","仁武","2013","04",18,0,39.4110507246377,71.8286835748792,"高雄市","仁武區"
"1689","斗六","2013","04",21,0,41.2545807453416,65.7545597277119,"雲林縣","斗六市"
"1690","冬山","2013","04",8,0,25.4153381642512,36.661231884058,"宜蘭縣","冬山鄉"
"1691","古亭","2013","04",14,0,35.9373673186717,56.4724033816425,"臺北市","大安區"
"1692","臺西","2013","04",20,0,37.1247929606625,54.7951588870067,"雲林縣","臺西鄉"
"1693","臺東","2013","04",0,0,15.2650142731664,32.2238526570048,"臺東縣","臺東市"
"1694","臺南","2013","04",20,0,42.1067632850242,69.5228864734299,"臺南市","中西區"
"1695","左營","2013","04",25,0,42.7731975552628,68.5506441223832,"高雄市","左營區"
"1696","平鎮","2013","04",7,0,29.0767672613822,63.7864130434783,"桃園市","平鎮區"
"1697","永和","2013","04",12,0,33.9057971014493,49.3899154589372,"新北市","永和區"
"1698","安南","2013","04",16,0,39.2608663980947,77.7423903089664,"臺南市","安南區"
"1699","朴子","2013","04",16,0,35.6132246376812,76.3417471819646,"嘉義縣","朴子市"
"1700","汐止","2013","04",9,0,30.7774209486166,49.8841787439613,"新北市","汐止區"
"1701","竹山","2013","04",20,0,44.1134716732543,53.7895531400966,"南投縣","竹山鎮"
"1702","竹東","2013","04",8,0,28.0453259301085,48.3760485287659,"新竹縣","竹東鎮"
"1703","西屯","2013","04",16,0,35.5162274923144,61.4190902982093,"臺中市","西屯區"
"1704","沙鹿","2013","04",23,0,42.1015480895916,58.2754968159859,"臺中市","沙鹿區"
"1705","宜蘭","2013","04",10,0,27.6105182257356,45.5535173160173,"宜蘭縣","宜蘭市"
"1706","忠明","2013","04",18,0,35.0412274923144,54.2552175481523,"臺中市","南屯區"
"1707","松山","2013","04",8,0,44.1018961682863,50.0028742805631,"臺北市","松山區"
"1708","板橋","2013","04",14,0,35.0110562143171,56.5994910282954,"新北市","板橋區"
"1709","林口","2013","04",11,0,32.7346372936526,49.0083720840115,"新北市","林口區"
"1710","林園","2013","04",9,0,30.2761312525555,39.3095088566828,"高雄市","林園區"
"1711","花蓮","2013","04",4,0,25.7696775535677,35.3681707232508,"花蓮縣","花蓮市"
"1712","金門","2013","04",28,6,56.3792984189723,95.4468983311375,"金門縣","金城鎮"
"1713","前金","2013","04",23,1,45.7812231005709,70.7548366386982,"高雄市","前金區"
"1714","前鎮","2013","04",21,0,43.1074461365574,65.5913737761244,"高雄市","前鎮區"
"1715","南投","2013","04",17,0,38.7117190016103,62.9604249011858,"南投縣","南投市"
"1716","屏東","2013","04",27,0,46.6539313946923,65.5709972394755,"屏東縣","屏東市"
"1717","恆春","2013","04",0,0,18.8183025911287,31.7337285902503,"屏東縣","恆春鎮"
"1718","美濃","2013","04",8,0,32.0003450655625,46.2185817805383,"高雄市","美濃區"
"1719","苗栗","2013","04",13,0,32.6142072902942,52.3133541295306,"苗栗縣","苗栗市"
"1720","埔里","2013","04",11,0,33.1131038647343,40.7002415458937,"南投縣","埔里鎮"
"1721","桃園","2013","04",12,0,34.4077762092979,48.7980722779636,"桃園市","桃園區"
"1722","馬公","2013","04",5,0,27.5286018075492,55.0939033189033,"澎湖縣","馬公市"
"1723","馬祖","2013","04",20,1,44.5726229688186,79.1122474747475,"連江縣","南竿鄉"
"1724","基隆","2013","04",3,0,24.1961352657005,36.5839371980676,"基隆市","信義區"
"1725","崙背","2013","04",20,0,39.7309548905201,60.5876933977839,"雲林縣","崙背鄉"
"1726","淡水","2013","04",8,0,30.3625086266391,45.4560213940649,"新北市","淡水區"
"1727","麥寮","2013","04",20,0,39.069522084196,59.8166337285903,"雲林縣","麥寮鄉"
"1728","善化","2013","04",22,0,40.5660902503294,68.9705039525692,"臺南市","善化區"
"1729","復興","2013","04",18,1,39.2243796662275,69.9345355731225,"高雄市","前鎮區"
"1730","湖口","2013","04",16,0,35.7370361220905,53.8376509661836,"新竹縣","湖口鄉"
"1731","菜寮","2013","04",18,0,38.7381625258799,53.5621541501976,"新北市","三重區"
"1732","陽明","2013","04",1,0,17.6007298136646,23.7287671748541,"臺北市","北投區"
"1733","新竹","2013","04",19,0,38.3216512955643,55.0012845849802,"新竹市","東區"
"1734","新店","2013","04",9,0,29.7160024154589,45.3878623188406,"新北市","新店區"
"1735","新莊","2013","04",19,0,39.9336473429952,54.7146825396825,"新北市","新莊區"
"1736","新港","2013","04",18,0,38.2837063086104,71.9210500142086,"嘉義縣","新港鄉"
"1737","新營","2013","04",22,1,40.6324879227053,86.6584156785244,"臺南市","新營區"
"1738","楠梓","2013","04",25,1,44.0339785151284,73.7053791015747,"高雄市","楠梓區"
"1739","萬里","2013","04",3,1,23.7904030716371,53.3959964091038,"新北市","萬里區"
"1740","萬華","2013","04",13,0,34.0572314762532,50.9911835748792,"臺北市","萬華區"
"1741","嘉義","2013","04",22,0,44.1249066754502,71.757729468599,"嘉義市","西區"
"1742","彰化","2013","04",22,0,39.4464371980676,61.7452898550725,"彰化縣","彰化市"
"1743","鳳山","2013","04",22,1,42.1841293368467,79.4781949934124,"高雄市","鳳山區"
"1744","潮州","2013","04",22,1,42.5777722880984,66.6892167011732,"屏東縣","潮州鎮"
"1745","線西","2013","04",18,0,37.1739240228371,62.4321256038647,"彰化縣","線西鄉"
"1746","橋頭","2013","04",28,0,48.6994902440555,69.2937965384476,"高雄市","橋頭區"
"1747","頭份","2013","04",13,0,33.6610013175231,54.8419795783926,"苗栗縣","頭份鎮"
"1748","龍潭","2013","04",10,0,30.4997176736307,69.5388841834494,"桃園市","龍潭區"
"1749","豐原","2013","04",3,0,27.9070910973085,66.7968426501035,"臺中市","豐原區"
"1750","關山","2013","04",0,0,14.781746031746,29.7196514837819,"臺東縣","關山鎮"
"1751","觀音","2013","04",13,0,33.6787988581467,65.8769598155468,"桃園市","觀音區"
"1752","二林","2014","04",10,0,33.2108695652174,69.7967665788318,"彰化縣","二林鎮"
"1753","三重","2014","04",4,0,27.9999595084549,68.9043995859213,"新北市","三重區"
"1754","三義","2014","04",11,0,33.0354797979798,56.1304951690821,"苗栗縣","三義鄉"
"1755","土城","2014","04",6,0,29.1392253278123,54.0116890959282,"新北市","土城區"
"1756","士林","2014","04",2,0,23.444246031746,42.9928853754941,"臺北市","北投區"
