"","站名","年","月","PM2.5 天數","PM10 天數","PM2.5 average","PM10 average","縣市","鄉鎮"
"2783","美濃","2013","06",0,0,16.8820377689943,30.5760210803689,"高雄市","美濃區"
"2784","苗栗","2013","06",1,0,22.0485331576636,46.2028063241107,"苗栗縣","苗栗市"
"2785","埔里","2013","06",2,0,23.4313772520934,29.0013270120048,"南投縣","埔里鎮"
"2786","桃園","2013","06",1,0,23.4321859903382,40.4817028985507,"桃園市","桃園區"
"2787","馬公","2013","06",1,0,16.1900883515462,34.2190252912759,"澎湖縣","馬公市"
"2788","馬祖","2013","06",3,0,22.602508783487,38.8878568291612,"連江縣","南竿鄉"
"2789","基隆","2013","06",0,0,17.2870169082126,26.045910188845,"基隆市","信義區"
"2790","崙背","2013","06",3,0,24.9988165819688,43.589760349921,"雲林縣","崙背鄉"
"2791","淡水","2013","06",2,0,22.9022837066315,33.9881642512077,"新北市","淡水區"
"2792","麥寮","2013","06",1,0,19.0651570048309,42.2083333333333,"雲林縣","麥寮鄉"
"2793","善化","2013","06",1,0,21.1616081382386,40.6578502415459,"臺南市","善化區"
"2794","復興","2013","06",1,0,18.0427865612648,38.4920619235837,"高雄市","前鎮區"
"2795","湖口","2013","06",0,0,20.1391930171278,33.042243083004,"新竹縣","湖口鄉"
"2796","菜寮","2013","06",8,0,29.5158926218709,38.6036231884058,"新北市","三重區"
"2797","陽明","2013","06",0,0,14.2378326745718,18.8512223741171,"臺北市","北投區"
"2798","新竹","2013","06",0,0,20.920514931928,34.0502426438296,"新竹市","東區"
"2799","新店","2013","06",1,0,20.8727657004831,34.3178908651735,"新北市","新店區"
"2800","新莊","2013","06",5,0,28.4636051178671,39.899795051969,"新北市","新莊區"
"2801","新港","2013","06",2,0,24.4926218708827,53.9298199385156,"嘉義縣","新港鄉"
"2802","新營","2013","06",3,0,23.8120893719807,55.536231884058,"臺南市","新營區"
"2803","楠梓","2013","06",4,0,26.2928743961353,47.3396519543259,"高雄市","楠梓區"
"2804","萬里","2013","06",0,0,16.0175491050678,33.1413935889198,"新北市","萬里區"
"2805","萬華","2013","06",2,0,24.8930210489993,37.8692358366271,"臺北市","萬華區"
"2806","嘉義","2013","06",6,0,27.1900103519669,46.4283514492754,"嘉義市","西區"
"2807","彰化","2013","06",3,0,26.0230072463768,45.2783695652174,"彰化縣","彰化市"
"2808","鳳山","2013","06",2,0,24.8307320698625,49.960223894463,"高雄市","鳳山區"
"2809","潮州","2013","06",5,0,26.0919478951001,39.6105789011395,"屏東縣","潮州鎮"
"2810","線西","2013","06",1,0,23.1834541062802,41.8138888888889,"彰化縣","線西鄉"
"2811","橋頭","2013","06",2,0,22.7719411754023,39.0340062111801,"高雄市","橋頭區"
"2812","頭份","2013","06",0,0,17.3886520484347,33.7286906330385,"苗栗縣","頭份鎮"
"2813","龍潭","2013","06",0,0,19.3389492753623,50.9479468599034,"桃園市","龍潭區"
"2814","豐原","2013","06",0,0,19.034310496267,51.5087762535844,"臺中市","豐原區"
"2815","關山","2013","06",0,0,10.8717124662777,26.496884214819,"臺東縣","關山鎮"
"2816","觀音","2013","06",0,0,19.8404589371981,43.7982487922705,"桃園市","觀音區"
"2817","二林","2014","06",4,0,23.8714030052074,32.2714371980676,"彰化縣","二林鎮"
"2818","三重","2014","06",0,0,21.9254007465964,55.462950153711,"新北市","三重區"
"2819","三義","2014","06",0,0,14.5050749036256,32.0347554197464,"苗栗縣","三義鄉"
"2820","土城","2014","06",1,0,18.3152173913043,37.7507246376812,"新北市","土城區"
"2821","士林","2014","06",0,0,16.6120004391744,31.0950914423741,"臺北市","北投區"
"2822","大同","2014","06",0,0,14.444806763285,52.4332125603865,"臺北市","大同區"
"2823","大里","2014","06",0,0,14.3903537664979,39.9598429951691,"臺中市","大里區"
"2824","大園","2014","06",0,0,16.6788647342995,38.9402777777778,"桃園市","大園區"
"2825","大寮","2014","06",0,0,9.84044685990338,29.0960740949871,"高雄市","大寮區"
"2826","小港","2014","06",0,0,15.1537072671798,43.6986550285463,"高雄市","小港區"
"2827","中山","2014","06",0,0,18.120652173913,55.9826086956522,"臺北市","中山區"
"2828","中壢","2014","06",0,0,17.3142512077295,53.2705434782609,"桃園市","中壢區"
"2829","仁武","2014","06",0,0,13.471155394525,46.216017054604,"高雄市","仁武區"
"2830","斗六","2014","06",2,0,17.3149959742351,38.8677938808374,"雲林縣","斗六市"
"2831","冬山","2014","06",0,0,16.5649154589372,32.3349033816425,"宜蘭縣","冬山鄉"
"2832","古亭","2014","06",0,0,17.1875329380764,41.0225845410628,"臺北市","大安區"
"2833","左營","2014","06",0,0,12.8205314009662,43.8415513833992,"高雄市","左營區"
"2834","平鎮","2014","06",0,0,19.189190821256,45.4087560386473,"桃園市","平鎮區"
"2835","永和","2014","06",0,0,18.2281949934124,29.151690821256,"新北市","永和區"
"2836","安南","2014","06",0,0,12.7762077294686,42.6953140096618,"臺南市","安南區"
"2837","朴子","2014","06",1,0,14.7512787723785,49.5466500223278,"嘉義縣","朴子市"
"2838","汐止","2014","06",0,0,17.6388285024155,35.2836023276241,"新北市","汐止區"
"2839","竹山","2014","06",0,0,7.41588164251208,34.7128623188406,"南投縣","竹山鎮"
"2840","竹東","2014","06",0,0,12.7326635924462,34.951690821256,"新竹縣","竹東鎮"
"2841","西屯","2014","06",0,0,13.7160079051383,39.3443088355744,"臺中市","西屯區"
"2842","沙鹿","2014","06",1,0,18.4545681371768,33.5277777777778,"臺中市","沙鹿區"
"2843","宜蘭","2014","06",0,0,13.7285024154589,38.1924516908213,"宜蘭縣","宜蘭市"
"2844","忠明","2014","06",0,0,15.3233276219033,30.0699879227053,"臺中市","南屯區"
"2845","松山","2014","06",0,0,18.7923560135517,34.2465191511387,"臺北市","松山區"
"2846","板橋","2014","06",0,0,15.9983695652174,38.1432971014493,"新北市","板橋區"
"2847","林口","2014","06",0,0,22.488768115942,35.2514712340799,"新北市","林口區"
"2848","林園","2014","06",0,0,11.7436677855156,21.1756862099253,"高雄市","林園區"
"2849","花蓮","2014","06",0,0,10.3997968818621,28.8354468599034,"花蓮縣","花蓮市"
"2850","金門","2014","06",3,0,18.6848688750863,42.2951173222912,"金門縣","金城鎮"
"2851","前金","2014","06",0,0,12.1906458477111,36.2874192232888,"高雄市","前金區"
"2852","前鎮","2014","06",0,0,13.1012398833051,31.4792160737813,"高雄市","前鎮區"
"2853","南投","2014","06",0,0,17.6826122247318,36.0263643361469,"南投縣","南投市"
"2854","屏東","2014","06",0,0,8.39000329380764,35.2018594328377,"屏東縣","屏東市"
"2855","恆春","2014","06",0,0,6.20320048309179,26.5680314009662,"屏東縣","恆春鎮"
"2856","美濃","2014","06",0,0,7.15378691348463,23.562022397892,"高雄市","美濃區"
"2857","苗栗","2014","06",0,0,10.3386352657005,26.5825702678964,"苗栗縣","苗栗市"
"2858","埔里","2014","06",0,0,13.5574275362319,25.3838768115942,"南投縣","埔里鎮"
"2859","桃園","2014","06",0,0,20.4102492314449,37.0615338164251,"桃園市","桃園區"
"2860","馬公","2014","06",0,0,6.54420838823013,21.117435221783,"澎湖縣","馬公市"
"2861","馬祖","2014","06",0,0,14.5784447738252,35.2153683574879,"連江縣","南竿鄉"
"2862","基隆","2014","06",0,0,17.273309178744,27.116167105841,"基隆市","信義區"
"2863","崙背","2014","06",2,0,15.0647785829308,39.3136089152393,"雲林縣","崙背鄉"
"2864","淡水","2014","06",1,0,15.8203904991948,34.9243448982579,"新北市","淡水區"
"2865","麥寮","2014","06",0,0,9.70552967563837,38.1620169082126,"雲林縣","麥寮鄉"
"2866","善化","2014","06",0,0,11.959760649978,32.7543203776899,"臺南市","善化區"
"2867","復興","2014","06",0,0,10.361369126043,27.4617973210365,"高雄市","前鎮區"
"2868","湖口","2014","06",0,0,16.7540281329923,24.0666098323387,"新竹縣","湖口鄉"
"2869","菜寮","2014","06",0,0,21.661654589372,32.1152777777778,"新北市","三重區"
"2870","陽明","2014","06",0,0,11.4574738063868,16.1460804844787,"臺北市","北投區"
"2871","新竹","2014","06",0,0,8.91256038647343,26.4217226613966,"新竹市","東區"
"2872","新店","2014","06",0,0,13.8525801493193,28.1249705910032,"新北市","新店區"
"2873","新莊","2014","06",0,0,20.460257073844,30.0355590062112,"新北市","新莊區"
"2874","新港","2014","06",0,0,13.7421058410189,38.4805006587615,"嘉義縣","新港鄉"
"2875","新營","2014","06",0,0,11.6628787878788,41.3363526570048,"臺南市","新營區"
"2876","楠梓","2014","06",0,0,10.5507608695652,45.6606916996047,"高雄市","楠梓區"
"2877","萬里","2014","06",0,0,15.4923077827969,37.0738526570048,"新北市","萬里區"
"2878","萬華","2014","06",0,0,19.4736257100388,33.8247212931996,"臺北市","萬華區"
"2879","嘉義","2014","06",0,0,13.2656827223643,33.4431869849389,"嘉義市","西區"
"2880","彰化","2014","06",0,0,15.2982268335529,36.4181504485852,"彰化縣","彰化市"
"2881","臺西","2014","06",0,0,13.8001811594203,26.3305555555556,"雲林縣","臺西鄉"
"2882","臺東","2014","06",0,0,8.63674085576259,22.4458505866115,"臺東縣","臺東市"
"2883","臺南","2014","06",0,0,10.391875274484,37.248225735617,"臺南市","中西區"
"2884","鳳山","2014","06",0,0,11.7973894267852,45.6169006238859,"高雄市","鳳山區"
"2885","潮州","2014","06",0,0,12.429209799862,34.6103347135956,"屏東縣","潮州鎮"
"2886","線西","2014","06",0,0,13.5464371980676,33.376690821256,"彰化縣","線西鄉"
"2887","橋頭","2014","06",0,0,5.23920692431562,26.6406181379007,"高雄市","橋頭區"
"2888","頭份","2014","06",0,0,15.8704365079365,29.7958937198068,"苗栗縣","頭份鎮"
"2889","龍潭","2014","06",0,0,17.5963164251208,51.2719202898551,"桃園市","龍潭區"
"2890","豐原","2014","06",0,0,16.042098906687,37.5277515841646,"臺中市","豐原區"
"2891","關山","2014","06",0,0,8.06527777777778,25.7307971014493,"臺東縣","關山鎮"
"2892","觀音","2014","06",0,0,15.0540239350022,40.4672375933245,"桃園市","觀音區"
"2893","二林","2015","06",1,0,17.5155381371743,37.1163854382333,"彰化縣","二林鎮"
"2894","三重","2015","06",0,0,13.5979468599034,49.5409420289855,"新北市","三重區"
"2895","三義","2015","06",0,0,12.0564284145806,28.2257960035134,"苗栗縣","三義鄉"
"2896","土城","2015","06",0,0,20.8708058849363,35.7354331357049,"新北市","土城區"
"2897","士林","2015","06",0,0,14.5378780036389,33.9699879227053,"臺北市","北投區"
"2898","大同","2015","06",0,0,16.040312284334,49.1012626262626,"臺北市","大同區"
"2899","大里","2015","06",0,0,16.5091091557396,32.9639924085576,"臺中市","大里區"
"2900","大園","2015","06",0,0,14.7651679841897,37.0194279754062,"桃園市","大園區"
"2901","大寮","2015","06",0,0,11.252398989899,24.3688095238095,"高雄市","大寮區"
"2902","小港","2015","06",0,0,8.99619251521425,42.1672643924777,"高雄市","小港區"
"2903","中山","2015","06",0,0,16.546119964767,36.9048913043478,"臺北市","中山區"
"2904","中壢","2015","06",0,0,14.329559178744,44.7648852657005,"桃園市","中壢區"
"2905","仁武","2015","06",0,0,7.76732542819499,37.5494565217391,"高雄市","仁武區"
"2906","斗六","2015","06",1,0,13.2733695652174,31.9399154589372,"雲林縣","斗六市"
"2907","冬山","2015","06",0,0,15.0519927536232,26.4322761779284,"宜蘭縣","冬山鄉"
"2908","古亭","2015","06",0,0,15.4007520049499,42.0920652173913,"臺北市","大安區"
"2909","左營","2015","06",0,0,9.54063210287467,30.825477602108,"高雄市","左營區"
"2910","平鎮","2015","06",0,0,14.6368135011442,38.0871090770404,"桃園市","平鎮區"
"2911","永和","2015","06",0,0,17.5808709768492,33.8623792270531,"新北市","永和區"
"2912","安南","2015","06",0,0,8.20579710144928,31.0416666666667,"臺南市","安南區"
"2913","朴子","2015","06",0,0,10.0304347826087,41.7469806763285,"嘉義縣","朴子市"
"2914","汐止","2015","06",0,0,16.1929342047477,33.2698287220026,"新北市","汐止區"
"2915","竹山","2015","06",1,0,11.8386128364389,33.3555469289165,"南投縣","竹山鎮"
"2916","竹東","2015","06",0,0,9.16052920509442,32.9383069828722,"新竹縣","竹東鎮"
"2917","西屯","2015","06",0,0,13.1793763724199,35.2662439613527,"臺中市","西屯區"
"2918","沙鹿","2015","06",0,0,7.87506038647343,31.2859903381643,"臺中市","沙鹿區"
"2919","宜蘭","2015","06",0,0,11.0436835748792,32.3809782608696,"宜蘭縣","宜蘭市"
"2920","忠明","2015","06",0,0,12.852675042349,24.3311264822134,"臺中市","南屯區"
"2921","松山","2015","06",0,0,16.6369361315014,33.9839371980676,"臺北市","松山區"
"2922","板橋","2015","06",0,0,16.5186594202899,40.2150362318841,"新北市","板橋區"
"2923","林口","2015","06",0,0,13.1105434782609,31.8643719806763,"新北市","林口區"
"2924","林園","2015","06",0,0,8.41476174791392,22.3071201141853,"高雄市","林園區"
"2925","花蓮","2015","06",0,0,10.7222661396574,24.0027558190602,"花蓮縣","花蓮市"
"2926","金門","2015","06",0,0,13.6095324361629,31.580201863354,"金門縣","金城鎮"
"2927","前金","2015","06",0,0,9.26914810632202,29.4996651295564,"高雄市","前金區"
"2928","前鎮","2015","06",0,0,2.88762092979484,27.0797383775645,"高雄市","前鎮區"
"2929","南投","2015","06",0,0,10.5138888888889,32.8171497584541,"南投縣","南投市"
"2930","屏東","2015","06",0,0,8.79457458213852,31.3177334943639,"屏東縣","屏東市"
"2931","恆春","2015","06",0,0,4.44329710144928,19.422996267018,"屏東縣","恆春鎮"
"2932","美濃","2015","06",0,0,9.21782608695652,25.1481219806763,"高雄市","美濃區"
"2933","苗栗","2015","06",0,0,11.5286161302466,32.1955204216074,"苗栗縣","苗栗市"
"2934","埔里","2015","06",0,0,17.3658507644573,27.1828969038208,"南投縣","埔里鎮"
"2935","桃園","2015","06",0,0,16.1958574879227,33.6495641194554,"桃園市","桃園區"
"2936","馬公","2015","06",0,0,8.49363254975383,13.3711493820189,"澎湖縣","馬公市"
"2937","馬祖","2015","06",0,0,14.4115942028986,33.8735162180814,"連江縣","南竿鄉"
"2938","基隆","2015","06",0,0,17.6233687479568,29.5691755024364,"基隆市","信義區"
"2939","崙背","2015","06",0,0,15.7859817115252,27.2847771190162,"雲林縣","崙背鄉"
"2940","淡水","2015","06",0,0,8.91567852437418,34.4703898050975,"新北市","淡水區"
"2941","麥寮","2015","06",0,0,6.01350659256838,41.4355785296575,"雲林縣","麥寮鄉"
"2942","善化","2015","06",0,0,9.12711897497367,25.9895912789219,"臺南市","善化區"
"2943","復興","2015","06",0,0,7.89655303030303,24.0554998745216,"高雄市","前鎮區"
"2944","湖口","2015","06",0,0,7.80867240176703,32.9456989976491,"新竹縣","湖口鄉"
"2945","菜寮","2015","06",0,0,8.483465085639,34.5184178743961,"新北市","三重區"
"2946","陽明","2015","06",0,0,12.2239997804128,16.8685165317774,"臺北市","北投區"
"2947","新竹","2015","06",0,0,13.0202898550725,22.2681379007466,"新竹市","東區"
"2948","新店","2015","06",0,0,17.3827275864232,31.1235833490181,"新北市","新店區"
"2949","新莊","2015","06",0,0,17.2403363651126,30.8097480790735,"新北市","新莊區"
"2950","新港","2015","06",0,0,11.1213274044796,32.7458333333333,"嘉義縣","新港鄉"
"2951","新營","2015","06",0,0,9.41497584541063,32.0743357487923,"臺南市","新營區"
"2952","楠梓","2015","06",0,0,5.67451690821256,39.9240942028986,"高雄市","楠梓區"
"2953","萬里","2015","06",0,0,22.1828063241107,37.3403381642512,"新北市","萬里區"
"2954","萬華","2015","06",0,0,15.6691064370412,32.7418862538428,"臺北市","萬華區"
"2955","嘉義","2015","06",0,0,10.7007520860782,30.3669806763285,"嘉義市","西區"
"2956","彰化","2015","06",0,0,12.834016406299,33.8379556433904,"彰化縣","彰化市"
"2957","臺西","2015","06",0,0,9.61781400966183,26.3033816425121,"雲林縣","臺西鄉"
"2958","臺東","2015","06",0,0,7.66739679402723,23.064880952381,"臺東縣","臺東市"
"2959","臺南","2015","06",0,0,6.74302429667519,23.7420893719807,"臺南市","中西區"
"2960","鳳山","2015","06",0,0,7.06408557625949,37.0367287784679,"高雄市","鳳山區"
"2961","潮州","2015","06",0,0,11.2286976911977,28.0737922705314,"屏東縣","潮州鎮"
"2962","線西","2015","06",0,0,11.0878623188406,29.456038647343,"彰化縣","線西鄉"
"2963","橋頭","2015","06",0,0,5.38775743707094,26.3574021103483,"高雄市","橋頭區"
"2964","頭份","2015","06",0,0,6.53073671497585,31.1099033816425,"苗栗縣","頭份鎮"
"2965","龍潭","2015","06",0,0,14.4429347826087,37.0098265261309,"桃園市","龍潭區"
"2966","豐原","2015","06",0,0,13.9248522390399,24.4710832752073,"臺中市","豐原區"
"2967","關山","2015","06",0,0,8.98350900307422,26.6262077294686,"臺東縣","關山鎮"
"2968","觀音","2015","06",0,0,12.6166117698726,37.3547321036451,"桃園市","觀音區"
"2969","二林","2016","06",1,0,14.06640834315,28.5210748792271,"彰化縣","二林鎮"
"2970","三重","2016","06",0,0,14.253722002635,44.0015661271096,"新北市","三重區"
"2971","三義","2016","06",0,0,6.26607378129117,21.2128827090784,"苗栗縣","三義鄉"
"2972","土城","2016","06",0,0,10.4072957839262,27.1666941150637,"新北市","土城區"
"2973","士林","2016","06",0,0,13.1884547859548,24.2816243961353,"臺北市","北投區"
"2974","大同","2016","06",0,0,14.1030379885815,42.6864414606422,"臺北市","大同區"
"2975","大里","2016","06",0,0,11.131608789761,33.3534451659452,"臺中市","大里區"
"2976","大園","2016","06",0,0,13.3609868875086,31.4947408871322,"桃園市","大園區"
"2977","大寮","2016","06",0,0,8.0871902252337,25.0718916857361,"高雄市","大寮區"
"2978","小港","2016","06",0,0,6.26886959658699,31.0533102766798,"高雄市","小港區"
"2979","中山","2016","06",0,0,13.0968536603787,30.4960748792271,"臺北市","中山區"
"2980","中壢","2016","06",0,0,12.2233393719807,44.4230072463768,"桃園市","中壢區"
"2981","仁武","2016","06",0,0,8.88672595520422,37.2781936953601,"高雄市","仁武區"
"2982","斗六","2016","06",0,0,10.3381587615283,29.6758655394525,"雲林縣","斗六市"
"2983","冬山","2016","06",0,0,8.54206836357731,26.8109134826526,"宜蘭縣","冬山鄉"
"2984","古亭","2016","06",0,0,12.1163647342995,26.7025966183575,"臺北市","大安區"
"2985","左營","2016","06",0,0,8.90545175140763,31.6633450046685,"高雄市","左營區"
"2986","平鎮","2016","06",0,0,11.7674294431731,34.1698671497585,"桃園市","平鎮區"
"2987","永和","2016","06",0,0,10.7765480895916,25.9198397013614,"新北市","永和區"
"2988","安南","2016","06",0,0,9.4098761639043,28.5158873582371,"臺南市","安南區"
"2989","朴子","2016","06",0,0,14.0762351778656,40.3366161616162,"嘉義縣","朴子市"
"2990","汐止","2016","06",0,0,12.7394462528094,29.9815466041489,"新北市","汐止區"
"2991","竹山","2016","06",0,0,8.56168655868144,26.7173593350384,"南投縣","竹山鎮"
"2992","竹東","2016","06",0,0,11.7604721206838,24.6464614682292,"新竹縣","竹東鎮"
"2993","西屯","2016","06",0,0,11.8012508626639,30.1610133425351,"臺中市","西屯區"
"2994","沙鹿","2016","06",0,0,8.86364734299517,24.6354468599034,"臺中市","沙鹿區"
"2995","宜蘭","2016","06",0,0,7.92667356797792,28.6220124586829,"宜蘭縣","宜蘭市"
"2996","忠明","2016","06",0,0,10.367693236715,20.213713219148,"臺中市","南屯區"
"2997","松山","2016","06",0,0,13.1917730095991,28.3983468222599,"臺北市","松山區"
"2998","板橋","2016","06",0,0,15.5784380995308,30.8803533042091,"新北市","板橋區"
"2999","林口","2016","06",0,0,15.1169246815986,33.0763285024155,"新北市","林口區"
"3000","林園","2016","06",0,0,7.69657004830918,21.2752898550725,"高雄市","林園區"
"3001","花蓮","2016","06",0,0,10.9094642072903,22.3097386912604,"花蓮縣","花蓮市"
"3002","金門","2016","06",0,0,6.98541392182697,29.2037329819939,"金門縣","金城鎮"
"3003","前金","2016","06",0,0,9.48788976723759,27.8786874038153,"高雄市","前金區"
"3004","前鎮","2016","06",0,0,7.48762077294686,23.0847222222222,"高雄市","前鎮區"
"3005","南投","2016","06",0,0,13.4628406950371,27.6699934123847,"南投縣","南投市"
"3006","屏東","2016","06",0,0,13.0563585880923,29.6692267486705,"屏東縣","屏東市"
"3007","恆春","2016","06",0,0,2.3312512093805,20.4635656169409,"屏東縣","恆春鎮"
"3008","美濃","2016","06",0,0,8.05850978731413,21.154225530792,"高雄市","美濃區"
"3009","苗栗","2016","06",0,0,16.902334995922,30.0759144237405,"苗栗縣","苗栗市"
"3010","埔里","2016","06",0,0,10.1268225735617,22.43538647343,"南投縣","埔里鎮"
"3011","桃園","2016","06",0,0,12.822965929316,31.771217899822,"桃園市","桃園區"
"3012","馬公","2016","06",0,0,6.94581780538302,12.3061156908556,"澎湖縣","馬公市"
"3013","馬祖","2016","06",0,0,13.8594202898551,29.4913702239789,"連江縣","南竿鄉"
"3014","基隆","2016","06",0,0,12.0746980676329,23.1986111111111,"基隆市","信義區"
"3015","崙背","2016","06",0,0,15.4658981115503,30.7725516029864,"雲林縣","崙背鄉"
"3016","淡水","2016","06",0,0,13.9289993098689,25.3595669427191,"新北市","淡水區"
"3017","麥寮","2016","06",0,0,10.8834454796411,41.7025362318841,"雲林縣","麥寮鄉"
"3018","善化","2016","06",0,0,9.72365710118039,25.6358311374616,"臺南市","善化區"
"3019","復興","2016","06",0,0,6.14764492753623,28.2463932806324,"高雄市","前鎮區"
"3020","湖口","2016","06",0,0,12.171773636991,28.6337560386473,"新竹縣","湖口鄉"
"3021","菜寮","2016","06",0,0,13.2201388888889,27.2374396135266,"新北市","三重區"
"3022","陽明","2016","06",0,0,9.96177352141883,14.7140683491227,"臺北市","北投區"
"3023","新竹","2016","06",0,0,8.16722401359129,26.1902887571366,"新竹市","東區"
"3024","新店","2016","06",0,0,11.7986644394253,26.0172880983751,"新北市","新店區"
"3025","新莊","2016","06",0,0,13.0389898251791,26.4495471014493,"新北市","新莊區"
"3026","新港","2016","06",0,0,12.0347308488613,35.2553743961353,"嘉義縣","新港鄉"
"3027","新營","2016","06",0,0,9.72861220904699,29.2580314009662,"臺南市","新營區"
"3028","楠梓","2016","06",0,0,10.4775352169853,45.1062274185036,"高雄市","楠梓區"
"3029","萬里","2016","06",0,0,10.6285375494071,27.3787439613527,"新北市","萬里區"
"3030","萬華","2016","06",0,0,13.376206491195,27.5849198506807,"臺北市","萬華區"
"3031","嘉義","2016","06",0,0,9.20916776460255,28.6987977602108,"嘉義市","西區"
"3032","彰化","2016","06",0,0,12.186966716858,31.2266563146998,"彰化縣","彰化市"
"3033","臺西","2016","06",0,0,11.1103809837505,28.5738636363636,"雲林縣","臺西鄉"
"3034","臺東","2016","06",0,0,6.26389751552795,17.2879044063827,"臺東縣","臺東市"
"3035","臺南","2016","06",0,0,9.49059225798356,22.5319169960474,"臺南市","中西區"
"3036","鳳山","2016","06",0,0,7.98926558546124,38.5903001286153,"高雄市","鳳山區"
"3037","潮州","2016","06",0,0,9.67864931170778,32.6185221783048,"屏東縣","潮州鎮"
"3038","線西","2016","06",0,0,13.1963164251208,28.2966183574879,"彰化縣","線西鄉"
"3039","橋頭","2016","06",0,0,6.48692907334212,23.2895852939331,"高雄市","橋頭區"
"3040","頭份","2016","06",0,0,8.84281400966184,26.7161231884058,"苗栗縣","頭份鎮"
"3041","龍潭","2016","06",0,0,11.8985068072025,35.4163702239789,"桃園市","龍潭區"
"3042","豐原","2016","06",0,0,14.0986780654522,18.4148136315756,"臺中市","豐原區"
"3043","關山","2016","06",0,0,6.18495354886659,19.9601952636735,"臺東縣","關山鎮"
"3044","觀音","2016","06",0,0,13.8096583685829,35.0051383399209,"桃園市","觀音區"
"3045","二林","2017","06",0,0,9.66939691950562,31.1326581027668,"彰化縣","二林鎮"
"3046","三重","2017","06",0,0,13.4624828851172,45.7285682916118,"新北市","三重區"
"3047","三義","2017","06",0,0,8.60324440052701,19.4582985653638,"苗栗縣","三義鄉"
"3048","土城","2017","06",0,0,13.2415257648953,30.7325281803543,"新北市","土城區"
"3049","士林","2017","06",0,0,12.6285010436461,26.0830259112868,"臺北市","北投區"
"3050","大同","2017","06",0,0,10.2878513394818,45.5375,"臺北市","大同區"
"3051","大里","2017","06",0,0,10.9429853660832,29.6711932994542,"臺中市","大里區"
"3052","大園","2017","06",0,0,12.1635210803689,29.6441095740009,"桃園市","大園區"
"3053","大寮","2017","06",0,0,7.82836517347387,32.8970410628019,"高雄市","大寮區"
"3054","小港","2017","06",0,0,10.0159749670619,31.8311594202899,"高雄市","小港區"
"3055","中山","2017","06",0,0,13.0378786694739,27.7533893280632,"臺北市","中山區"
"3056","中壢","2017","06",0,0,12.4429951690821,39.0687888198758,"桃園市","中壢區"
"3057","仁武","2017","06",0,0,6.81157224418094,35.9353480456741,"高雄市","仁武區"
"3058","斗六","2017","06",0,0,11.4167874396135,27.8093167701863,"雲林縣","斗六市"
"3059","冬山","2017","06",0,0,9.36031683292553,31.1852217830479,"宜蘭縣","冬山鄉"
"3060","古亭","2017","06",0,0,12.6282268349724,22.6015193033735,"臺北市","大安區"
"3061","左營","2017","06",0,0,8.98896809712027,30.6405906895037,"高雄市","左營區"
"3062","平鎮","2017","06",0,0,10.4262516469038,32.3696146245059,"桃園市","平鎮區"
"3063","永和","2017","06",0,0,14.8918642951252,26.8844477382521,"新北市","永和區"
"3064","安南","2017","06",0,0,9.20052465650292,29.7441660392747,"臺南市","安南區"
"3065","朴子","2017","06",0,0,10.0242149758454,36.6364130434783,"嘉義縣","朴子市"
"3066","汐止","2017","06",0,0,16.3753184014054,26.3190821256039,"新北市","汐止區"
"3067","竹山","2017","06",0,0,12.2112640378945,24.5580400276052,"南投縣","竹山鎮"
"3068","竹東","2017","06",0,0,15.5192292655222,25.6160039839388,"新竹縣","竹東鎮"
"3069","西屯","2017","06",0,0,9.9490008783487,30.7773770311814,"臺中市","西屯區"
"3070","沙鹿","2017","06",0,0,10.8178380596859,20.5222913921827,"臺中市","沙鹿區"
"3071","宜蘭","2017","06",0,0,8.31841787439614,25.7903930610452,"宜蘭縣","宜蘭市"
"3072","忠明","2017","06",0,0,10.8666864848706,20.9666215866737,"臺中市","南屯區"
"3073","松山","2017","06",0,0,14.8996380526415,24.4007411067194,"臺北市","松山區"
"3074","板橋","2017","06",0,0,13.1493028107159,30.6684215341824,"新北市","板橋區"
"3075","林口","2017","06",0,0,12.8073467182449,24.9330239850835,"新北市","林口區"
"3076","林園","2017","06",0,0,9.40648063395203,20.1309515967125,"高雄市","林園區"
"3077","花蓮","2017","06",0,0,9.41223461321287,23.186114578277,"花蓮縣","花蓮市"
"3078","金門","2017","06",0,0,15.5052536231884,24.6598924022837,"金門縣","金城鎮"
"3079","前金","2017","06",0,0,7.38543556684861,27.7478513394818,"高雄市","前金區"
"3080","前鎮","2017","06",0,0,7.20141862542118,25.9428106849936,"高雄市","前鎮區"
"3081","南投","2017","06",0,0,8.4006038647343,28.0226096367401,"南投縣","南投市"
"3082","屏東","2017","06",0,0,7.66891194554238,26.3180808862968,"屏東縣","屏東市"
"3083","恆春","2017","06",0,0,8.82672654774104,22.4909866495324,"屏東縣","恆春鎮"
"3084","美濃","2017","06",0,0,12.7117149758454,21.6863471673254,"高雄市","美濃區"
"3085","苗栗","2017","06",0,0,8.72083333333333,28.5187198067633,"苗栗縣","苗栗市"
"3086","埔里","2017","06",0,0,11.1518097643098,20.0386890645586,"南投縣","埔里鎮"
"3087","桃園","2017","06",0,0,14.0248243302591,30.823078612209,"桃園市","桃園區"
"3088","馬公","2017","06",0,0,7.38559178743961,16.921690821256,"澎湖縣","馬公市"
"3089","馬祖","2017","06",0,0,8.21198397013614,28.2823671497585,"連江縣","南竿鄉"
"3090","基隆","2017","06",0,0,13.8684903381643,22.4650481523308,"基隆市","信義區"
